food_kr,food_en,source_reliability,source_name,rule_source,임산부_정보유무,임산부_주의,수유부_정보유무,수유부_주의
광어,Halibut,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
마히마히,Mahi mahi,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
돌고래고기(마히마히),dolphinfish,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
아구,Monkfish,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
록피시(우럭류),Rockfish,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
검은대구(사블피시),Sablefish,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
쉽스헤드,Sheepshead,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
스내퍼(도미류),Snapper,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
스페인 고등어,Spanish mackerel,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
줄무늬농어(바다),Striped bass (ocean),High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
타일피시(대서양),Tilefish (Atlantic Ocean),High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
알바코어 참치,albacore tuna,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
"화이트 튜나, 통조림","white tuna, canned",High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
"화이트 튜나, 생물","white tuna, fresh",High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
"화이트 튜나, 냉동","white tuna, frozen",High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
황다랑어,yellowfin tuna,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
위크피시(약농어),Weakfish,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
씨트라우트,seatrout,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
백조기,White croaker,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
태평양 크로커,Pacific croaker,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
킹 고등어,King mackerel,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Avoid,TRUE,Avoid
청새치,Marlin,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Avoid,TRUE,Avoid
오렌지 러피,Orange roughy,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Avoid,TRUE,Avoid
상어,Shark,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Avoid,TRUE,Avoid
황새치,Swordfish,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Avoid,TRUE,Avoid
타일피시(멕시코만),Tilefish (Gulf of Mexico),High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Avoid,TRUE,Avoid
눈다랑어,Bigeye Tuna,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Avoid,TRUE,Avoid
신선한 껍데기 달걀,Fresh eggs in shell,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
완숙 달걀,Hard cooked eggs,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
개봉된 액상 살균 달걀,Opened liquid pasteurized eggs,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
개봉된 달걀 대체식품,Opened egg substitutes,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
미개봉 액상 살균 달걀,Unopened liquid pasteurized eggs,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
미개봉 달걀 대체식품,Unopened egg substitutes,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
에그 샐러드,Egg salad,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
치킨 샐러드,Chicken salad,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
햄 샐러드,Ham salad,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
참치 샐러드,Tuna salad,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
마카로니 샐러드,Macaroni salad,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
개봉된 핫도그,Opened hot dogs,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
미개봉 핫도그,Unopened hot dogs,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
개봉된 런천미트,Opened luncheon meats,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
미개봉 런천미트,Unopened luncheon meats,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
베이컨,Bacon,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
생 닭고기 소시지,Raw chicken sausage,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
생 칠면조 소시지,Raw turkey sausage,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
생 돼지고기 소시지,Raw pork sausage,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
생 소고기 소시지,Raw beef sausage,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
햄버거 패티,Hamburger,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
다진 소고기,Ground beef,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
다진 칠면조,Ground turkey,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
다진 송아지고기,Ground veal,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
다진 돼지고기,Ground pork,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
다진 양고기,Ground lamb,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
혼합 다진 고기,Ground meat mixtures,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
소고기 스테이크,Beef steak,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
송아지 스테이크,Veal steak,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
양 스테이크,Lamb steak,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
돼지 스테이크,Pork steak,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
소고기 찹,Beef chops,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
송아지 찹,Veal chops,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
양찹,Lamb chops,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
돼지찹,Pork chops,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
소고기 구이/로스트,Beef roast,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
송아지 구이/로스트,Veal roast,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
양고기 구이/로스트,Lamb roast,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
돼지고기 구이/로스트,Pork roast,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
통닭,Whole chicken,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
통 칠면조,Whole turkey,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
닭 조각,Chicken pieces,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
칠면조 조각,Turkey pieces,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
넙치,Flounder,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
헤덕,Haddock,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
광어,Halibut,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
저지방 생선,lean fish,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
연어,Salmon,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
Tuna,Tuna,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
고지방 생선,fatty fish,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
조리된 고기 남은 음식,Cooked meat leftovers,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
조리된 가금류 남은 음식,Cooked poultry leftovers,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
치킨 너겟,Chicken nuggets,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
치킨 패티,Chicken patties,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
피자,Pizza,High,"FDA – Food Safety Booklet for Pregnant Women, Their Unborn Babies, and Children Under Five",https://www.fda.gov/food/people-risk-foodborne-illness/food-safety-booklet-pregnant-women-their-unborn-babies-and-children-under-five,TRUE,Conditional,TRUE,Conditional
고기,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
생선,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
계란,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
콩류,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
미역,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
다시마,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
김,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
해조류,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
우유,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
유제품,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
유지,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
당류,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
수분,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
쌀밥,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
동태국,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
깻잎,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
나물배추김치,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
보리밥,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
고등어조림,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
두부부침,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
미역오이초무침,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
열무김치,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
잡곡밥,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
시금치된장국,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
불고기,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
풋고추조림,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
상추겉절이,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
우유,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
사과,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
포도,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
우유,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
귤,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
떠먹는 요구르트,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
포도,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
오렌지 주스,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
식빵,,High,영등포구 보건소 – 예비맘 식생활 가이드,https://www.ydp.go.kr/health/contents.do?key=3627&,TRUE,Safe,FALSE,None
